"approved_symbol"	"previous_symbols"	"alias_symbols"	"LNCipedia"	"all"
"NDUFS8"	""	"TYKY, CI-23k"	""	"NDUFS8,,TYKY, CI-23k,"
"NDUFV1"	""	"CI-51K"	""	"NDUFV1,,CI-51K,"
"NDUFV1-DT"	"C11orf72"	"FLJ90834"	""	"NDUFV1-DT,C11orf72,FLJ90834,"
"NEAT1"	"NCRNA00084"	"TncRNA, MENepsilon/beta, LINC00084, VINC"	"NEAT1"	"NEAT1,NCRNA00084,TncRNA, MENepsilon/beta, LINC00084, VINC,NEAT1"
"NECAB1"	"EFCBP1"	""	""	"NECAB1,EFCBP1,,"
"NECAB3"	"SYTIP2, APBA2BP"	"XB51, dJ63M2.4, NIP1, dJ63M2.5, EFCBP3"	""	"NECAB3,SYTIP2, APBA2BP,XB51, dJ63M2.4, NIP1, dJ63M2.5, EFCBP3,"
"NECTIN2"	"HVEB, PVRL2"	"PVRR2, PRR2, CD112"	""	"NECTIN2,HVEB, PVRL2,PVRR2, PRR2, CD112,"
"NECTIN4"	"PVRL4"	"nectin-4, PRR4, LNIR"	""	"NECTIN4,PVRL4,nectin-4, PRR4, LNIR,"
"NEDD9"	""	"HEF1, CAS-L, CASS2"	""	"NEDD9,,HEF1, CAS-L, CASS2,"
"NEFL"	""	"NFL, CMT1F, CMT2E, NF68, PPP1R110"	""	"NEFL,,NFL, CMT1F, CMT2E, NF68, PPP1R110,"
"NEFM"	"NEF3"	"NFM, NF-M"	""	"NEFM,NEF3,NFM, NF-M,"
"NEIL2"	""	"NEH2, FLJ31644, MGC2832, MGC4505"	""	"NEIL2,,NEH2, FLJ31644, MGC2832, MGC4505,"
"NEK2"	""	"NLK1, NEK2A, RP67, PPP1R111"	""	"NEK2,,NLK1, NEK2A, RP67, PPP1R111,"
"NEK7"	""	""	""	"NEK7,,,"
"NEK8"	""	"NPHP9"	""	"NEK8,,NPHP9,"
"NEK9"	""	"Nek8, NERCC, DKFZp434D0935, MGC16714, NERCC1"	""	"NEK9,,Nek8, NERCC, DKFZp434D0935, MGC16714, NERCC1,"
"NELFA"	"WHSC2"	"NELF-A"	""	"NELFA,WHSC2,NELF-A,"
"NELFCD"	"TH1L"	"HSPC130, TH1, NELF-C, NELF-D"	""	"NELFCD,TH1L,HSPC130, TH1, NELF-C, NELF-D,"
"NENF"	""	"CIR2, SCIRP10, SPUF"	""	"NENF,,CIR2, SCIRP10, SPUF,"
"NES"	""	"FLJ21841"	""	"NES,,FLJ21841,"
"NEURL2"	"C20orf163"	"dJ337O18.6, FLJ30259, Ozz, Ozz-E3"	""	"NEURL2,C20orf163,dJ337O18.6, FLJ30259, Ozz, Ozz-E3,"
"NEUROD2"	""	"NDRF, bHLHa1"	""	"NEUROD2,,NDRF, bHLHa1,"
"NF1P2"	""	""	""	"NF1P2,,,"
"NFASC"	""	"NRCAML, KIAA0756, FLJ46866, NF"	""	"NFASC,,NRCAML, KIAA0756, FLJ46866, NF,"
"NFATC2"	""	"NF-ATP, NFATp, NFAT1"	""	"NFATC2,,NF-ATP, NFATp, NFAT1,"
"NFE2L1"	"TCF11"	"NRF1, LCR-F1, FLJ00380, NRF-1"	""	"NFE2L1,TCF11,NRF1, LCR-F1, FLJ00380, NRF-1,"
"NFIX"	""	"NF1A"	""	"NFIX,,NF1A,"
"NFKBIB"	""	"IKBB, TRIP9"	""	"NFKBIB,,IKBB, TRIP9,"
"NFKBID"	""	"TA-NFKBH, IkappaBNS, IkBNS"	""	"NFKBID,,TA-NFKBH, IkappaBNS, IkBNS,"
"NFYC"	""	"CBF-C, NF-YC"	""	"NFYC,,CBF-C, NF-YC,"
"NFYC-AS1"	""	"0808y08y"	"NFYC-AS1"	"NFYC-AS1,,0808y08y,NFYC-AS1"
"NHLH1"	"HEN1"	"NSCL, NSCL1, bHLHa35"	""	"NHLH1,HEN1,NSCL, NSCL1, bHLHa35,"
"NIBAN1"	"C1orf24, FAM129A"	"NIBAN, GIG39"	""	"NIBAN1,C1orf24, FAM129A,NIBAN, GIG39,"
"NIBAN3"	"FAM129C"	"FLJ39802, BCNP1"	""	"NIBAN3,FAM129C,FLJ39802, BCNP1,"
"NID1"	"NID"	"entactin"	""	"NID1,NID,entactin,"
"NIM1K"	""	"MGC42105, NIM1"	""	"NIM1K,,MGC42105, NIM1,"
"NIPA1"	"SPG6"	"MGC35570, SLC57A1"	""	"NIPA1,SPG6,MGC35570, SLC57A1,"
"NIPA2"	""	"SLC57A2"	""	"NIPA2,,SLC57A2,"
"NIPAL2"	"NPAL2"	"FLJ13955, SLC57A4"	""	"NIPAL2,NPAL2,FLJ13955, SLC57A4,"
"NIPBL"	""	"IDN3, DKFZp434L1319, FLJ11203, FLJ12597, FLJ13354, FLJ13648, Scc2"	""	"NIPBL,,IDN3, DKFZp434L1319, FLJ11203, FLJ12597, FLJ13354, FLJ13648, Scc2,"
"NIPBL-DT"	"NIPBL-AS1"	"NIPBL-AS"	"NIPBL-AS1"	"NIPBL-DT,NIPBL-AS1,NIPBL-AS,NIPBL-AS1"
"NISCH"	""	"KIAA0975, I-1, IRAS"	""	"NISCH,,KIAA0975, I-1, IRAS,"
"NIT1"	""	""	""	"NIT1,,,"
"NKAIN3"	"FAM77D, NKAIN3-IT1"	"FLJ39630"	""	"NKAIN3,FAM77D, NKAIN3-IT1,FLJ39630,"
"NKAIN4"	"C20orf58"	"bA261N11.2, FAM77A"	""	"NKAIN4,C20orf58,bA261N11.2, FAM77A,"
"NKD2"	""	"Naked2"	""	"NKD2,,Naked2,"
"NKPD1"	""	"FLJ33600"	""	"NKPD1,,FLJ33600,"
"NKX1-1"	""	"HSPX153, SAX2"	""	"NKX1-1,,HSPX153, SAX2,"
"NKX2-6"	""	"CSX2, NKX4-2"	""	"NKX2-6,,CSX2, NKX4-2,"
"NKX3-1"	"NKX3A"	"NKX3.1, BAPX2"	""	"NKX3-1,NKX3A,NKX3.1, BAPX2,"
"NKX6-3"	""	"FLJ25169"	""	"NKX6-3,,FLJ25169,"
"NLGN1"	""	"KIAA1070"	""	"NLGN1,,KIAA1070,"
"NLRP3"	"C1orf7, CIAS1, DFNA34"	"AGTAVPRL, AII, AVP, FCAS, FCU, NALP3, PYPAF1, MWS, CLR1.1"	""	"NLRP3,C1orf7, CIAS1, DFNA34,AGTAVPRL, AII, AVP, FCAS, FCU, NALP3, PYPAF1, MWS, CLR1.1,"
"NMD3"	""	"CGI-07"	""	"NMD3,,CGI-07,"
"NME7"	""	"FLJ37194, NM23-H7, CFAP67"	""	"NME7,,FLJ37194, NM23-H7, CFAP67,"
"NME9"	"TXNDC6"	"TXL-2, NM23-H9"	""	"NME9,TXNDC6,TXL-2, NM23-H9,"
"NMNAT2"	"C1orf15"	"KIAA0479, PNAT2"	""	"NMNAT2,C1orf15,KIAA0479, PNAT2,"
"NMNAT3"	""	"PNAT3"	""	"NMNAT3,,PNAT3,"
"NMRAL2P"	"NMRAL1P1"	"LOC344887"	""	"NMRAL2P,NMRAL1P1,LOC344887,"
"NNT"	""	""	""	"NNT,,,"
"NNT-AS1"	""	"RP11-159F24.1"	"NNT-AS1"	"NNT-AS1,,RP11-159F24.1,NNT-AS1"
"NOL3"	""	"ARC, NOP30, MYP, CARD2"	""	"NOL3,,ARC, NOP30, MYP, CARD2,"
"NOL4L"	"C20orf113, C20orf112"	"dJ1184F4.2, DKFZP566G1424, dJ1184F4.4"	""	"NOL4L,C20orf113, C20orf112,dJ1184F4.2, DKFZP566G1424, dJ1184F4.4,"
"NOL4L-DT"	""	""	""	"NOL4L-DT,,,"
"NOL10"	"PQBP5"	"FLJ14075"	""	"NOL10,PQBP5,FLJ14075,"
"NOL11"	""	"DKFZP586L0724"	""	"NOL11,,DKFZP586L0724,"
"NOP2"	"NOL1"	"NOP120, NSUN1, p120"	""	"NOP2,NOL1,NOP120, NSUN1, p120,"
"NOS1AP"	""	"KIAA0464, CAPON"	""	"NOS1AP,,KIAA0464, CAPON,"
"NOTCH2"	""	""	""	"NOTCH2,,,"
"NOTCH2NLA"	"NOTCH2NL"	"N2N"	""	"NOTCH2NLA,NOTCH2NL,N2N,"
"NOTCH3"	"CADASIL"	"CASIL"	""	"NOTCH3,CADASIL,CASIL,"
"NOTUM"	""	""	""	"NOTUM,,,"
"NPB"	""	"PPL7, PPNPB"	""	"NPB,,PPL7, PPNPB,"
"NPBWR1"	"GPR7"	""	""	"NPBWR1,GPR7,,"
"NPBWR2"	"GPR8"	""	""	"NPBWR2,GPR8,,"
"NPDC1"	""	"DKFZp586J0523, CAB-, CAB1"	""	"NPDC1,,DKFZp586J0523, CAB-, CAB1,"
"NPEPL1"	""	"FLJ11583, bA261P9.2"	""	"NPEPL1,,FLJ11583, bA261P9.2,"
"NPHS1"	""	"CNF, NPHN"	""	"NPHS1,,CNF, NPHN,"
"NPHS2"	""	"SRN1, PDCN"	""	"NPHS2,,SRN1, PDCN,"
"NPL"	"C1orf13"	"NPL1, DHDPS1"	""	"NPL,C1orf13,NPL1, DHDPS1,"
"NPLOC4"	""	"NPL4, FLJ20657, KIAA1499"	""	"NPLOC4,,NPL4, FLJ20657, KIAA1499,"
"NPM2"	""	""	""	"NPM2,,,"
"NPR1"	"ANPRA, NPRA"	"GUCY2A, ANPa"	""	"NPR1,ANPRA, NPRA,GUCY2A, ANPa,"
"NPR3"	"NPRC, ANPRC, C5orf23"	"GUCY2B, FLJ14054"	""	"NPR3,NPRC, ANPRC, C5orf23,GUCY2B, FLJ14054,"
"NR1D1"	"THRAL"	"ear-1, hRev, Rev-ErbAalpha, THRA1, REVERBA, REVERBalpha"	""	"NR1D1,THRAL,ear-1, hRev, Rev-ErbAalpha, THRA1, REVERBA, REVERBalpha,"
"NR1I3"	""	"MB67, CAR1, CAR"	""	"NR1I3,,MB67, CAR1, CAR,"
"NR2C2AP"	""	"TRA16"	""	"NR2C2AP,,TRA16,"
"NR2F6"	"ERBAL2"	"EAR-2, EAR2"	""	"NR2F6,ERBAL2,EAR-2, EAR2,"
"NR5A2"	"FTF"	"FTZ-F1beta, hB1F, LRH-1, FTZ-F1, hB1F-2, B1F2, LRH1"	""	"NR5A2,FTF,FTZ-F1beta, hB1F, LRH-1, FTZ-F1, hB1F-2, B1F2, LRH1,"
"NRBP1"	"NRBP"	"BCON3, MUDPNP, MADM"	""	"NRBP1,NRBP,BCON3, MUDPNP, MADM,"
"NRBP2"	""	"DKFZp434P086"	""	"NRBP2,,DKFZp434P086,"
"NRG1"	"HGL, NRG1-IT2"	"HRG, NDF, GGF"	""	"NRG1,HGL, NRG1-IT2,HRG, NDF, GGF,"
"NRG1-IT1"	""	""	"NRG1-IT1"	"NRG1-IT1,,,NRG1-IT1"
"NRG1-IT3"	""	""	"NRG1-IT3"	"NRG1-IT3,,,NRG1-IT3"
"NRROS"	"LRRC33"	"UNQ3030, ELLP3030, MGC50789, GARPL1"	""	"NRROS,LRRC33,UNQ3030, ELLP3030, MGC50789, GARPL1,"
"NSA2"	""	"HUSSY-29, HCLG1, FLJ94393, TINP1"	""	"NSA2,,HUSSY-29, HCLG1, FLJ94393, TINP1,"
"NSD2"	"WHSC1"	"MMSET, KMT3G"	""	"NSD2,WHSC1,MMSET, KMT3G,"
"NSD3"	"WHSC1L1"	"FLJ20353, WHISTLE, KMT3F"	""	"NSD3,WHSC1L1,FLJ20353, WHISTLE, KMT3F,"
"NSL1"	"C1orf48"	"DC8, DKFZP566O1646, MIS14"	""	"NSL1,C1orf48,DC8, DKFZP566O1646, MIS14,"
"NSMAF"	""	"FAN, GRAMD5"	""	"NSMAF,,FAN, GRAMD5,"
"NSMCE2"	"C8orf36"	"FLJ32440, MMS21, NSE2, ZMIZ7"	""	"NSMCE2,C8orf36,FLJ32440, MMS21, NSE2, ZMIZ7,"
"NSUN2"	"MRT5"	"FLJ20303, TRM4, Misu"	""	"NSUN2,MRT5,FLJ20303, TRM4, Misu,"
"NSUN4"	""	"MGC22960, SHTAP"	""	"NSUN4,,MGC22960, SHTAP,"
"NT5C"	"UMPH2"	"DNT1, DNT-1, PN-I, cdN, dNT-1"	""	"NT5C,UMPH2,DNT1, DNT-1, PN-I, cdN, dNT-1,"
"NT5C1A"	""	"CN-I, CN-IA, CN1A, CN1, MGC119199, MGC119201"	""	"NT5C1A,,CN-I, CN-IA, CN1A, CN1, MGC119199, MGC119201,"
"NT5DC2"	""	"FLJ12442"	""	"NT5DC2,,FLJ12442,"
"NT5DC4"	""	""	""	"NT5DC4,,,"
"NTAQ1"	"C8orf32, WDYHV1"	"FLJ10204"	""	"NTAQ1,C8orf32, WDYHV1,FLJ10204,"
"NTPCR"	"C1orf57"	"MGC13186, HCR-NTPase, THEP1"	""	"NTPCR,C1orf57,MGC13186, HCR-NTPase, THEP1,"
"NTRK1"	""	"TRK, TRKA, MTC"	""	"NTRK1,,TRK, TRKA, MTC,"
"NTSR1"	""	"NTR"	""	"NTSR1,,NTR,"
"NTSR2"	""	"NTR2"	""	"NTSR2,,NTR2,"
"NUAK2"	""	"SNARK, FLJ90349"	""	"NUAK2,,SNARK, FLJ90349,"
"NUCKS1"	""	"NUCKS"	""	"NUCKS1,,NUCKS,"
"NUDCD1"	""	"CML66, FLJ14991"	""	"NUDCD1,,CML66, FLJ14991,"
"NUDT8"	""	"FLJ41567"	""	"NUDT8,,FLJ41567,"
"NUDT15"	""	"MTH2, FLJ10956"	""	"NUDT15,,MTH2, FLJ10956,"
"NUDT17"	""	"FLJ34433"	""	"NUDT17,,FLJ34433,"
"NUDT18"	""	"FLJ22494, MTH3"	""	"NUDT18,,FLJ22494, MTH3,"
"NUDT19"	""	"RP2"	""	"NUDT19,,RP2,"
"NUDT22"	""	"MGC13045"	""	"NUDT22,,MGC13045,"
"NUF2"	"CDCA1"	"NUF2R, CT106"	""	"NUF2,CDCA1,NUF2R, CT106,"
"NUGGC"	"C8orf80"	"HMFN0672, SLIP-GC"	""	"NUGGC,C8orf80,HMFN0672, SLIP-GC,"
"NUMBL"	""	"NUMB-R, CTG3a, CAG3A, TNRC23, NUMBR, NUMBLIKE"	""	"NUMBL,,NUMB-R, CTG3a, CAG3A, TNRC23, NUMBR, NUMBLIKE,"
"NUP42"	"NUPL2"	"NLP_1, CG1, hCG1, H_RG271G13.9"	""	"NUP42,NUPL2,NLP_1, CG1, hCG1, H_RG271G13.9,"
"NUP85"	""	"NUP75, FLJ12549"	""	"NUP85,,NUP75, FLJ12549,"
"NUP133"	""	"FLJ10814"	""	"NUP133,,FLJ10814,"
"NUP155"	""	"KIAA0791, N155"	""	"NUP155,,KIAA0791, N155,"
"NUP210L"	""	""	""	"NUP210L,,,"
"NUTM2B"	"FAM22B"	"bA119F19.1"	""	"NUTM2B,FAM22B,bA119F19.1,"
"NUTM2E"	"FAM22E"	""	""	"NUTM2E,FAM22E,,"
"NVL"	""	"NVL2"	""	"NVL,,NVL2,"
"NWD1"	""	""	""	"NWD1,,,"
"NXNL1"	"TXNL6"	"RDCVF"	""	"NXNL1,TXNL6,RDCVF,"
"OAZ3"	""	""	""	"OAZ3,,,"
"OBI1-AS1"	"POU4F1-AS1, RNF219-AS1"	""	"RNF219-AS1"	"OBI1-AS1,POU4F1-AS1, RNF219-AS1,,RNF219-AS1"
"OBSCN"	""	"KIAA1556, UNC89, KIAA1639, ARHGEF30"	""	"OBSCN,,KIAA1556, UNC89, KIAA1639, ARHGEF30,"
"OBSCN-AS1"	"C1orf145"	"FLJ31994"	""	"OBSCN-AS1,C1orf145,FLJ31994,"
"OC90"	"PLA2L"	""	""	"OC90,PLA2L,,"
"OCEL1"	""	"FLJ22709"	""	"OCEL1,,FLJ22709,"
"OCLM"	""	""	""	"OCLM,,,"
"OCRL"	""	"OCRL1, Dent-2"	""	"OCRL,,OCRL1, Dent-2,"
"OCSTAMP"	"C20orf123"	"dJ257E24.3"	""	"OCSTAMP,C20orf123,dJ257E24.3,"
"ODAD3"	"CCDC151"	"MGC20983, ODA10"	""	"ODAD3,CCDC151,MGC20983, ODA10,"
"ODC1"	""	"ODC"	""	"ODC1,,ODC,"
"ODF1"	""	"ODFPG, ODF27, RT7, HSPB10, CT133"	""	"ODF1,,ODFPG, ODF27, RT7, HSPB10, CT133,"
"ODF3B"	""	"FAP123"	""	"ODF3B,,FAP123,"
"ODR4"	"C1orf27"	"FLJ20505, odr-4, TTG1"	""	"ODR4,C1orf27,FLJ20505, odr-4, TTG1,"
"OGFR"	""	"7-60"	""	"OGFR,,7-60,"
"OGFR-AS1"	""	""	"OGFR-AS1"	"OGFR-AS1,,,OGFR-AS1"
"OLFM2"	""	"OlfC, NOE2"	""	"OLFM2,,OlfC, NOE2,"
"OLFML2B"	""	"DKFZP586L151"	""	"OLFML2B,,DKFZP586L151,"
"OMP"	""	""	""	"OMP,,,"
"OPA1"	""	"NTG, KIAA0567, FLJ12460, NPG, MGM1"	""	"OPA1,,NTG, KIAA0567, FLJ12460, NPG, MGM1,"
"OPA1-AS1"	""	""	"OPA1-AS1"	"OPA1-AS1,,,OPA1-AS1"
"OPA3"	""	"FLJ22187, MGA3"	""	"OPA3,,FLJ22187, MGA3,"
"OPLAH"	""	"OPLA, 5-Opase"	""	"OPLAH,,OPLA, 5-Opase,"
"OPN3"	"ECPN"	"ERO, NMO-1, encephalopsin, PPP1R116"	""	"OPN3,ECPN,ERO, NMO-1, encephalopsin, PPP1R116,"
"OPRK1"	""	"KOR, OPRK"	""	"OPRK1,,KOR, OPRK,"
"OPRL1"	""	"NOCIR, ORL1, OOR, KOR-3, NOPr, PNOCR"	""	"OPRL1,,NOCIR, ORL1, OOR, KOR-3, NOPr, PNOCR,"
"OPTC"	""	""	""	"OPTC,,,"
"OR1C1"	""	"TPCR27, HSTPCR27"	""	"OR1C1,,TPCR27, HSTPCR27,"
"OR1I1"	""	"OR1I1P, OR19-20, OR1I1Q"	""	"OR1I1,,OR1I1P, OR19-20, OR1I1Q,"
"OR1M1"	""	"OR19-6"	""	"OR1M1,,OR19-6,"
"OR2AJ1"	"OR2AJ1P"	"OR2AJ1Q"	""	"OR2AJ1,OR2AJ1P,OR2AJ1Q,"
"OR2AK2"	"OR2AK1P"	""	""	"OR2AK2,OR2AK1P,,"
"OR2B11"	""	""	""	"OR2B11,,,"
"OR2C3"	"OR2C4, OR2C5P"	"OST742"	""	"OR2C3,OR2C4, OR2C5P,OST742,"
"OR2G2"	""	""	""	"OR2G2,,,"
"OR2G3"	""	""	""	"OR2G3,,,"
"OR2G6"	""	""	""	"OR2G6,,,"
"OR2L1P"	"OR2L1, OR2L7P"	"HTPCRX02, HSHTPCRX02"	""	"OR2L1P,OR2L1, OR2L7P,HTPCRX02, HSHTPCRX02,"
"OR2L2"	"OR2L4P, OR2L12"	"HTPCRH07, HSHTPCRH07"	""	"OR2L2,OR2L4P, OR2L12,HTPCRH07, HSHTPCRH07,"
"OR2L3"	""	""	""	"OR2L3,,,"
"OR2L5"	"OR2L11, OR2L5P"	""	""	"OR2L5,OR2L11, OR2L5P,,"
"OR2L8"	""	""	""	"OR2L8,,,"
"OR2L13"	"OR2L14"	""	""	"OR2L13,OR2L14,,"
"OR2L14"	""	"OR2L13"	""	"OR2L14,,OR2L13,"
"OR2M1P"	"OR2M1"	"OST037"	""	"OR2M1P,OR2M1,OST037,"
"OR2M2"	""	"OST423, OR2M2Q"	""	"OR2M2,,OST423, OR2M2Q,"
"OR2M3"	"OR2M6, OR2M3P"	"OST003"	""	"OR2M3,OR2M6, OR2M3P,OST003,"
"OR2M4"	""	"HTPCRX18, TPCR100, HSHTPCRX18, OST710"	""	"OR2M4,,HTPCRX18, TPCR100, HSHTPCRX18, OST710,"
"OR2M5"	"OR2M5P"	""	""	"OR2M5,OR2M5P,,"
"OR2M7"	""	""	""	"OR2M7,,,"
"OR2T1"	""	"OR1-25"	""	"OR2T1,,OR1-25,"
"OR2T2"	"OR2T2P"	""	""	"OR2T2,OR2T2P,,"
"OR2T3"	""	""	""	"OR2T3,,,"
"OR2T4"	""	"OR2T4Q"	""	"OR2T4,,OR2T4Q,"
"OR2T5"	""	""	""	"OR2T5,,,"
"OR2T6"	"OR2T6P, OR2T9"	"OST703"	""	"OR2T6,OR2T6P, OR2T9,OST703,"
"OR2T7"	"OR2T7P"	"OST723"	""	"OR2T7,OR2T7P,OST723,"
"OR2T8"	"OR2T8P"	""	""	"OR2T8,OR2T8P,,"
"OR2T10"	""	""	""	"OR2T10,,,"
"OR2T11"	""	"OR2T11Q"	""	"OR2T11,,OR2T11Q,"
"OR2T12"	""	""	""	"OR2T12,,,"
"OR2T27"	""	""	""	"OR2T27,,,"
"OR2T29"	""	""	""	"OR2T29,,,"
"OR2T33"	""	""	""	"OR2T33,,,"
"OR2T34"	""	""	""	"OR2T34,,,"
"OR2T35"	""	""	""	"OR2T35,,,"
"OR2W3"	"OR2W8P, OR2W3P"	"OST718"	""	"OR2W3,OR2W8P, OR2W3P,OST718,"
"OR2W5P"	"OR2W5"	"OST722"	""	"OR2W5P,OR2W5,OST722,"
"OR2Z1"	"OR2Z2"	""	""	"OR2Z1,OR2Z2,,"
"OR4F21"	"OR4F21P"	""	""	"OR4F21,OR4F21P,,"
"OR4M2"	""	""	""	"OR4M2,,,"
"OR4N3P"	""	""	""	"OR4N3P,,,"
"OR4N4"	""	""	""	"OR4N4,,,"
"OR5AC1"	"OR5AC1P"	""	""	"OR5AC1,OR5AC1P,,"
"OR5H8"	"OR5H8P"	""	""	"OR5H8,OR5H8P,,"
"OR6F1"	""	"OST731"	""	"OR6F1,,OST731,"
"OR6K2"	""	""	""	"OR6K2,,,"
"OR6K3"	""	""	""	"OR6K3,,,"
"OR6K6"	""	""	""	"OR6K6,,,"
"OR6N1"	""	""	""	"OR6N1,,,"
"OR6N2"	""	""	""	"OR6N2,,,"
"OR6P1"	""	""	""	"OR6P1,,,"
"OR6Y1"	"OR6Y2"	""	""	"OR6Y1,OR6Y2,,"
"OR7A5"	""	"HTPCR2"	""	"OR7A5,,HTPCR2,"
"OR7A10"	""	""	""	"OR7A10,,,"
"OR7A17"	""	"HTPCRX19"	""	"OR7A17,,HTPCRX19,"
"OR7C1"	"OR7C4"	"OR19-5"	""	"OR7C1,OR7C4,OR19-5,"
"OR7C2"	"OR7C3"	"OR19-18"	""	"OR7C2,OR7C3,OR19-18,"
"OR7D2"	""	"OR19-4, HTPCRH03, FLJ38149"	""	"OR7D2,,OR19-4, HTPCRH03, FLJ38149,"
"OR7D4"	"OR7D4P"	"hg105, OR19-B"	""	"OR7D4,OR7D4P,hg105, OR19-B,"
"OR7E19P"	"OR7E65"	"OR19-7"	""	"OR7E19P,OR7E65,OR19-7,"
"OR7E24"	"OR7E24P"	"OR19-8, HSHT2, OR7E24Q"	""	"OR7E24,OR7E24P,OR19-8, HSHT2, OR7E24Q,"
"OR7G1"	"OR7G1P"	"OR19-15"	""	"OR7G1,OR7G1P,OR19-15,"
"OR7G2"	""	"OST260"	""	"OR7G2,,OST260,"
"OR7G3"	""	"OST085"	""	"OR7G3,,OST085,"
"OR10H1"	""	""	""	"OR10H1,,,"
"OR10H2"	""	""	""	"OR10H2,,,"
"OR10H3"	""	""	""	"OR10H3,,,"
"OR10H4"	""	""	""	"OR10H4,,,"
"OR10H5"	""	""	""	"OR10H5,,,"
"OR10J1"	""	"HGMP07J, HSHGMP07J"	""	"OR10J1,,HGMP07J, HSHGMP07J,"
"OR10J3"	"OR10J3P"	""	""	"OR10J3,OR10J3P,,"
"OR10J4"	"OR10J4P"	"OST717"	""	"OR10J4,OR10J4P,OST717,"
"OR10J5"	""	""	""	"OR10J5,,,"
"OR10K1"	""	""	""	"OR10K1,,,"
"OR10K2"	""	""	""	"OR10K2,,,"
"OR10R2"	""	"OR10R2Q"	""	"OR10R2,,OR10R2Q,"
"OR10T2"	""	""	""	"OR10T2,,,"
"OR10X1"	"OR10X1P"	""	""	"OR10X1,OR10X1P,,"
"OR10Z1"	""	""	""	"OR10Z1,,,"
"OR11L1"	""	""	""	"OR11L1,,,"
"OR13G1"	""	""	""	"OR13G1,,,"
"OR14A2"	"OR5AX1P, OR5AX1"	""	""	"OR14A2,OR5AX1P, OR5AX1,,"
"OR14A16"	"OR5AT1"	""	""	"OR14A16,OR5AT1,,"
"OR14C36"	"OR5BF1"	""	""	"OR14C36,OR5BF1,,"
"OR14I1"	"OR5BU1P, OR5BU1"	""	""	"OR14I1,OR5BU1P, OR5BU1,,"
"OR14K1"	"OR5AY1"	""	""	"OR14K1,OR5AY1,,"
"ORAI3"	"TMEM142C"	"MGC13024"	""	"ORAI3,TMEM142C,MGC13024,"
"ORMDL3"	""	""	""	"ORMDL3,,,"
"OSBPL2"	""	"KIAA0772, ORP-2, DFNA67"	""	"OSBPL2,,KIAA0772, ORP-2, DFNA67,"
"OSER1"	"C20orf111"	"dJ1183I21.1, HSPC207, Perit1, Osr1"	""	"OSER1,C20orf111,dJ1183I21.1, HSPC207, Perit1, Osr1,"
"OSER1-DT"	"OSER1-AS1"	""	"OSER1-AS1"	"OSER1-DT,OSER1-AS1,,OSER1-AS1"
"OSGIN2"	"C8orf1"	"hT41"	""	"OSGIN2,C8orf1,hT41,"
"OSMR"	""	"OSMRB, OSMRbeta"	""	"OSMR,,OSMRB, OSMRbeta,"
"OSMR-DT"	"OSMR-AS1"	""	"OSMR-AS1"	"OSMR-DT,OSMR-AS1,,OSMR-AS1"
"OSR2"	""	"FLJ90037"	""	"OSR2,,FLJ90037,"
"OSTN"	""	""	""	"OSTN,,,"
"OTOL1"	""	"C1QTNF15, C1QTNF16"	""	"OTOL1,,C1QTNF15, C1QTNF16,"
"OTUB1"	""	"FLJ20113, FLJ40710"	""	"OTUB1,,FLJ20113, FLJ40710,"
"OTUD5"	""	"DKFZp761A052, DUBA"	""	"OTUD5,,DKFZp761A052, DUBA,"
"OTUD6B"	""	"CGI-77, DUBA5"	""	"OTUD6B,,CGI-77, DUBA5,"
"OTUD6B-AS1"	""	"GS1-251I9.4"	"OTUD6B-AS1"	"OTUD6B-AS1,,GS1-251I9.4,OTUD6B-AS1"
"OTUD7B"	"ZA20D1"	"CEZANNE"	""	"OTUD7B,ZA20D1,CEZANNE,"
"OTULIN"	"FAM105B"	"FLJ34884"	""	"OTULIN,FAM105B,FLJ34884,"
"OTULINL"	"FAM105A"	"FLJ11127, NET20"	""	"OTULINL,FAM105A,FLJ11127, NET20,"
"OVOL1"	""	"HOVO1"	""	"OVOL1,,HOVO1,"
"OVOL1-AS1"	""	""	"OVOL1-AS1"	"OVOL1-AS1,,,OVOL1-AS1"
"OVOL3"	""	"HOVO3"	""	"OVOL3,,HOVO3,"
"OXCT1"	"OXCT"	"SCOT"	""	"OXCT1,OXCT,SCOT,"
"OXCT1-AS1"	""	"SARRAH"	"OXCT1-AS1"	"OXCT1-AS1,,SARRAH,OXCT1-AS1"
"OXCT2"	""	"FKSG25, FLJ00030, SCOT-T"	""	"OXCT2,,FKSG25, FLJ00030, SCOT-T,"
"OXLD1"	"C17orf90"	"MGC104712"	""	"OXLD1,C17orf90,MGC104712,"
"OXR1"	""	"TLDC3"	""	"OXR1,,TLDC3,"
"P2RY1"	""	"P2Y1, SARCC"	""	"P2RY1,,P2Y1, SARCC,"
"P2RY11"	""	"P2Y11"	""	"P2RY11,,P2Y11,"
"P2RY12"	""	"P2Y12, SP1999, HORK3"	""	"P2RY12,,P2Y12, SP1999, HORK3,"
"P2RY13"	"GPR94, GPR86"	"FKSG77, P2Y13"	""	"P2RY13,GPR94, GPR86,FKSG77, P2Y13,"
"P2RY14"	"GPR105"	"KIAA0001"	""	"P2RY14,GPR105,KIAA0001,"
"P3H1"	"LEPRE1"	"GROS1, LEPRECAN, MGC117314"	""	"P3H1,LEPRE1,GROS1, LEPRECAN, MGC117314,"
